3729836055.359000	-0.000007	0.000001	0.111872	-0.009319	-7.503268	-2.053651
3729836055.406000	0.000036	-0.000050	-2.304388	-0.026096	-8.079153	-1.211459
3729836055.458000	-0.000004	-0.000005	-0.120506	-0.005659	-7.438877	-1.181160
3729836055.507000	0.000038	-0.000053	2.437354	-0.042419	-7.598367	-1.090189
3729836055.557000	0.000002	0.000009	0.225947	-0.038035	-8.084590	-1.296673
3729836055.611000	0.000043	-0.000029	1.780550	-0.043688	-9.780702	0.428255
3729836055.657000	0.000010	0.000008	0.838451	-0.039474	-9.060616	-1.334132
3729836055.707000	0.000045	-0.000048	1.565251	-0.043912	-7.919358	-1.148062
3729836055.757000	0.000005	0.000006	0.201570	-0.024910	-8.609940	-1.408464
3729836055.807000	0.000043	-0.000049	0.823923	-0.039765	-7.793517	-1.137645
